四,acre,,研纲,acre,高考,acre
无,acrobat,,研纲,acrobat,,
四,across,,研纲,across,小学,across
四,act,action;acting,研纲,act;action,小学,act;action
六,activate,,研纲,activate,,
四,active,activity;activist,研纲,active;activity,高中,active;activity
四,actor,actress,研纲,actor;actress,高中,actor;actress
四,actual,actually,研纲,actual,初中,actual
六,acupuncture,,,,,
四,acute,,研纲,acute,高考,acute
四,adapt,adaptation;adaptive,研纲,adapt,高中,adapt;adaptation
四,add,addition;additional,研纲,add;addition;additional,初中,add;addition
四,addict,addiction;addictive;addicted(高考),研纲,addict,高考,addicted
四,address,,研纲,address,高中,address
四,adequate,adequacy;adequately,研纲,adequate,高中,adequate
六,adhere,adherence,研纲,adhere,,
六,adjacent,,研纲,adjacent,,
四,adjective,,研纲,adjective,高中,adjective
无,adjoin,,研纲,adjoin,,
四,adjust,adjustment,研纲,adjust,高中,adjust;adjustment
四,administer/administrate,administration;administrative,研纲,administer;administration,初中,administration
四,admire,admiration;admirable,研纲,admire,初中,admire;admirable
四,admit,admission;admittance;admittedly,研纲,admit;admission,初中,admit;admission
六,adolescent,adolescence,研纲,adolescent,高考,adolescent;adolescence
四,adopt,adoption,研纲,adopt,初中,adopt
六,adore,adorable,研纲,adore,高考,adore
四,adult,adulthood,研纲,adult,初中,adult
四,advance,advancement;advanced,研纲,advance;advanced,高中,advance
四,advantage,advantageous;disadvantage(高考),研纲,advantage,初中,advantage;disadvantage
六,advent,,研纲,advent,,
四,adventure,adventurer;adventurous,研纲,adventure,高中,adventure
四,adverb,,研纲,adverb,高中,adverb
六,adversary,,,,,
六,adverse,adversity,研纲,adverse,,
四,advertise,advertisement/ad;advertising,研纲,advertise,高考,advertise;advertisement/ad
四,advice,,研纲,advice,初中,advice
四,advise,advisor/-er;advisory;advisable,研纲,advise;advisable,高中,advise
四,advocate,advocacy,研纲,advocate,高中,advocate
四,aerial,,研纲,aerial,,
六,aesthetic,aesthetics/esthetics,研纲,aesthetic/esthetic,,
四,affair,,研纲,affair,初中,affair
四,affect,,研纲,affect,初中,affect
四,affection,affectionate,研纲,affection,高考,affection
六,affiliate,affiliation,研纲,affiliate,,
六,affirm,affirmation;affirmative,研纲,affirm,,
六,affix,affixation,,,,
四,affluent,affluence,研纲,affluent,,
四,afford,affordable;affordability,研纲,afford,初中,afford
六,afloat,,,,,
四,afraid,,研纲,afraid,小学,afraid
四,after,,研纲,after,小学,after
六,aftermath,,,,,
四,afternoon,,研纲,afternoon,小学,afternoon
四,afterward(s),,研纲,afterward(s),初中,afterward(s)
四,again,,研纲,again,小学,again
四,against,,研纲,against,初中,against
四,age,aged;ag(e)ing,研纲,age,初中,age
四,agenda,,研纲,agenda,高中,agenda
四,agent,agency,研纲,agent;agency,初中,agent;agency
六,aggravate,aggravation,研纲,aggravate,,
六,aggregate,,,,,
四,aggressive,aggression,研纲,aggressive,高中,aggressive
六,agitate,agitation,研纲,agitate,,
四,ago,,研纲,ago,初中,ago
六,agony,,研纲,agony,,
四,agree,agreement;agreeable,研纲,agree;agreeable,初中,agree;agreement
四,agriculture,agricultural,研纲,agriculture,高中,agriculture;agricultural
四,ahead,,研纲,ahead,初中,ahead
四,aid,,研纲,aid,初中,aid
六,aide,,,,,
四,AIDS,,,,,
六,ail,ailment,,,,
四,aim,,研纲,aim,初中,aim
四,air,,研纲,air,小学,air
六,airborne,,,,,
无,air-conditioned,,,,高中,air-conditioned
四,air-conditioning,air-conditioner,研纲,air-conditioning,,
四,aircraft,,研纲,aircraft,初中,aircraft
四,airline,,研纲,airline,初中,airline
无,airmail,,,,高中,airmail
四,airplane/aeroplane,,研纲,airplane/aeroplane,高中,airplane/aeroplane
四,airport,,研纲,airport,初中,airport
无,airspace,,,,高考,airspace
四,aisle,,研纲,aisle,,
六,akin,,,,,
四,alarm,,研纲,alarm,初中,alarm
四,album,,研纲,album,高中,album
四,alcohol,alcoholic,研纲,alcohol,初中,alcohol;alcoholic
六,ale,,,,,
四,alert,,研纲,alert,高中,alert
四,algebra,,,,高考,algebra
六,alien,alienate;alienation,研纲,alien;alienate,,
六,align,alignment,,,,
四,alike,,研纲,alike,高中,alike
四,alive,,研纲,alive,初中,alive
四,all,,研纲,all,小学,all
四,allege,allegation;alleged;allegedly,研纲,allege,,
无,allegiance,,研纲,allegiance,,
六,allergic,allergy,,,高考,allergic
六,alleviate,alleviation,研纲,alleviate,,
四,alley,,,,高考,alley
六,allocate,allocation,研纲,allocate,高考,allocate
六,allot,allotment,,,,
四,allow,,研纲,allow,初中,allow
四,allowance,,研纲,allowance,高中,allowance
六,alloy,,研纲,alloy,,
六,allude,allusion,,,,
六,allure,allurement,,,,
四,ally,alliance,研纲,ally;alliance,高中,alliance
六,almighty,,,,,
四,almost,,研纲,almost,初中,almost
六,aloft,,,,,
四,alone,,研纲,alone,初中,alone
四,along,,研纲,along,小学,along
四,alongside,,研纲,alongside,高考,alongside
四,aloud,,研纲,aloud,高中,aloud
四,alphabet,alphabetic(al),研纲,alphabet,高中,alphabet
四,already,,研纲,already,初中,already
四,also,,研纲,also,初中,also
四,alter,alteration,研纲,alter,高中,alter
六,alternate,alternation;alternately,研纲,alternate,,
四,alternative,,研纲,alternative,初中,alternative
四,although,,研纲,although,初中,although/though
四,altitude,,研纲,altitude,高考,altitude
四,altogether,,研纲,altogether,高中,altogether
四,alumin(i)um,,研纲,alumin(i)um/(pl.aluminia),高考,alumin(i)um
无,alumnus,,,,高中,alumnus
四,always,,研纲,always,小学,always
四,am,,,,,
六,amass,,,,,
四,amateur,,研纲,amateur,高中,amateur
四,amaze,amazing;amazement,研纲,amaze,初中,amaze;amazing
四,ambassador,ambassadress(高考),研纲,ambassador,高考,ambassador;ambassadress
六,ambiguous,ambiguity,研纲,ambiguous,高考,ambiguous
四,ambition,ambitious,研纲,ambition;ambitious,初中,ambition;ambitious
四,ambulance,,研纲,ambulance,高中,ambulance
六,amend,amendment,研纲,amend,,
六,amiable,,研纲,amiable,,
四,amid(st),,研纲,amid,,
六,ammunition,,,,,
四,among(st),,研纲,among/amongst,初中,among
四,amount,,研纲,amount,初中,amount
四,ample,,研纲,ample,高考,ample
六,amplify,amplification;amplifier(研),研纲,amplify;amplifier,,
四,amuse,amusing;amusement,研纲,amuse,初中,amuse;amusement
六,analog(ue),analogous,研纲,analog(ue),,
六,analogy,,研纲,analogy,,
四,analyze/-yse,analysis;analytic(al);analyst,研纲,analyze/-yse;analysis/(pl.analyses);analytic(al),初中,analyze/-yse;analysis
四,ancestor,ancestry,研纲,ancestor,高中,ancestor
四,anchor,anchorage,研纲,anchor,高考,anchor
四,ancient,,研纲,ancient,初中,ancient
四,and,,研纲,and,小学,and
六,anecdote,anecdotal,研纲,anecdote,高考,anecdote
四,anew,,,,,
四,angel,,研纲,angel,,
四,angle,,研纲,angle,初中,angle
四,angry,anger,研纲,angry;anger,小学,angry;anger
六,anguish,,研纲,anguish,,
四,animal,,研纲,animal,小学,animal
六,animate,animated;animation,,,,
四,ankle,,研纲,ankle,高中,ankle
六,annex,annexation,,,,
四,anniversary,,研纲,anniversary,高中,anniversary
四,announce,announcement,研纲,announce,初中,announce
四,annoy,annoyance,研纲,annoy,初中,annoy
四,annual,,研纲,annual,高中,annual
六,anonymous,anonymity,研纲,anonymous,,
四,another,,研纲,another,初中,another
四,answer,,研纲,answer,小学,answer
四,ant,,研纲,ant,高中,ant
六,antagonism,antagonist;antagonistic;antagonistically,,,,
六,antenna,,研纲,antenna,,
六,antibiotic,,,,,
四,anticipate,anticipation,研纲,anticipate,,
四,antique,,研纲,antique,高考,antique
六,antonym,,,,,
四,anxious,anxiety,研纲,anxious;anxiety,初中,anxious;anxiety
四,any,,研纲,any,小学,any
四,anybody/=anyone,,研纲,anybody/=anyone,初中,anybody/=anyone
无,anymore,,,,高中,anymore
四,anything,,研纲,anything,初中,anything
四,anyway/=anyhow,,研纲,anyway/=anyhow,初中,anyway/=anyhow
四,anywhere,,研纲,anywhere,初中,anywhere
四,apart,,研纲,apart,高中,apart
四,apartment/apt．,,研纲,apartment/apt.,初中,apartment
六,ape,,研纲,ape,高中,ape
四,apology,apologize/-ise;apologetic,研纲,apology;apologize/-ise,高中,apology;apologize
四,app,,,,,
六,appal(l),appalling,研纲,appal(l),,
四,apparatus,,研纲,apparatus,,
四,apparent,apparently,研纲,apparent,高中,apparent;apparently
四,appeal,appealing,研纲,appeal,初中,appeal
四,appear,appearance,研纲,appear;appearance,初中,appear;appearance
六,appease,appeasement,,,,
六,appendix,,研纲,appendix,高考,appendix
四,appetite,,研纲,appetite,高中,appetite
四,applaud,applause,研纲,applaud;applause,高考,applaud;applause
四,apple,,研纲,apple,小学,apple
四,appliance,,研纲,appliance,,
四,apply,application;applicant;applicable,研纲,apply;application;applicable,初中,apply;application;applicant
四,appoint,appointment,研纲,appoint;appointment,初中,appoint;appointment
六,appraise,appraisal,研纲,appraisal,,
四,appreciate,appreciation;appreciative,研纲,appreciate,初中,appreciate;appreciation
六,apprentice,,,,,
四,approach,,研纲,approach,初中,approach
六,appropriate,appropriation,研纲,appropriate,初中,appropriate
四,approve,approval,研纲,approve;approval,初中,approve;approval
四,approximate,approximately;approximation,研纲,approximate,高中,approximately
四,April,,研纲,April,小学,April/Apr.
六,apron,,,,高考,apron
六,apt,aptly,研纲,apt,,
四,aptitude,,,,,
四,arbitrary,arbitrarily,研纲,arbitrary,高考,arbitrary
六,arbitrate,arbitration,,,,
六,arc,,,,,
无,arcade,,,,高中,arcade
六,arch,,研纲,arch,高考,arch
无,arch(a)eology,,研纲,arch(a)eology,,
四,architect,,研纲,architect,初中,architect
四,architecture,,研纲,architecture,高中,architecture
六,archive,,,,,
六,ardent,,,,,
四,area,,研纲,area,初中,area
六,arena,,,,,
四,argue,argument;argumentation;argumentative;arguable,研纲,argue;argument,初中,argue;argument
四,arise,,研纲,arise,高中,arise
六,aristocrat,aristocratic;aristocracy,,,,
四,arithmetic,,研纲,arithmetic,高中,arithmetic
四,arm,armament,研纲,arm,初中,arm
无,armchair,,,,高考,armchair
六,armo(u)r,,,,,
四,army,,研纲,army,初中,army
四,around,,研纲,around,初中,around
四,arouse,arousal,研纲,arouse,高中,arouse
四,arrange,arrangement,研纲,arrange,初中,arrange;arrangement
六,array,,研纲,array,,
四,arrest,,研纲,arrest,初中,arrest
四,arrive,arrival,研纲,arrive;arrival,初中,arrive;arrival
六,arrogant,arrogance,研纲,arrogant,,
四,arrow,,研纲,arrow,高考,arrow
四,art,artist;artistic;artistically,研纲,art;artist;artistic,小学,art;artist;artistic
六,artery,,研纲,artery,,
四,article,,研纲,article,初中,article
六,articulate,articulation,研纲,articulate,,
六,artifact,,,,,
四,artificial,,研纲,artificial,初中,artificial
六,artillery,,,,,
四,as,,研纲,as,初中,as
六,ascend,ascendance,研纲,ascend,,
六,ascertain,,研纲,ascertain,,
六,ascribe,,,,,
四,ash,,研纲,ash,高中,ash
四,ashamed,,研纲,ashamed,初中,ashamed
四,ashore,,研纲,ashore,,
四,aside,,研纲,aside,初中,aside
四,ask,,研纲,ask,小学,ask
四,asleep,,研纲,asleep,小学,asleep
四,aspect,,研纲,aspect,初中,aspect
六,aspire,aspiration,研纲,aspire,,
无,aspirin,,,,高中,aspirin
四,ass,,,,,
六,assassinate,assassination;assassin,研纲,assassinate,,
六,assault,,研纲,assault,,
四,assemble,assembly,研纲,assemble;assembly,高中,assemble
六,assert,assertion;assertive,研纲,assert,,
四,assess,assessment,研纲,assess,高中,assess;assessment
四,asset,,研纲,asset,,
四,assign,assignment,研纲,assign;assignment,高中,assignment
六,assimilate,assimilation,研纲,assimilate,,
四,assist,assistance;assistant,研纲,assist;assistance;assistant,高考,assist;assistance;assistant
四,associate,association,研纲,associate;association,高考,associate;association
六,assorted,,,,,
六,assortment,,,,,
四,assume,assumption,研纲,assume;assumption,初中,assume;assumption
四,assure,assurance,研纲,assure;assurance,高中,assure
四,astonish,astonishment,研纲,astonish,初中,astonish
六,astray,,,,,
四,astronaut,,研纲,astronaut,高中,astronaut
四,astronomy,astronomer;astronomical,研纲,astronomy,高考,astronomy;astronomer
六,asylum,,,,,
四,at,,研纲,at,小学,at
四,athlete,athletic,研纲,athlete,高中,athlete;athletic
六,atlas,,,,,
四,atmosphere,atmospheric,研纲,atmosphere,初中,atmosphere
四,atom,atomic,研纲,atom,高考,atom;atomic
四,atop,,,,,
六,atrocity,atrocious,,,,
四,attach,attachment,研纲,attach,初中,attach
四,attack,,研纲,attack,初中,attack
四,attain,attainment,研纲,attain,高考,attain
四,attempt,,研纲,attempt,初中,attempt
四,attend,attendance;attendant,研纲,attend;attendant,初中,attend
四,attention,attentive,研纲,attention,高中,attention
四,attic,,,,,
四,attitude,,研纲,attitude,初中,attitude
四,attorney,,研纲,attorney,,
四,attract,attraction;attractive,研纲,attract;attractive,高中,attract;attraction;attractive
四,attribute,attributable;attributive,研纲,attribute,,
六,auction,auctioneer,研纲,auction,高中,auction
四,audience,,研纲,audience,初中,audience
四,audio,,研纲,audio,,
六,audit,auditing;auditor,研纲,audit,,
四,auditorium,,研纲,auditorium,高中,auditorium
六,augment,augmentation,研纲,augment,,
四,August,,研纲,August,小学,August/Aug.
四,aunt,auntie,研纲,aunt,小学,aunt
无,aural,,研纲,aural,,
四,authentic,authenticity,研纲,authentic,高考,authentic
四,author,,研纲,author,初中,author
四,authority,authoritative,研纲,authority,初中,authority
四,authorize/-ise,authorization/-sation,,,,
四,auto(mobile),,研纲,auto/automobile,高中,auto
六,autobiography,autobiographic(al),,,,
四,automate,automation;automatic;automatically,研纲,automation;automatic,初中,automatic
六,autonomous,autonomy,研纲,autonomy,高考,autonomous
四,autumn,,研纲,autumn,小学,autumn
六,auxiliary,,研纲,auxiliary,,
六,avail,,研纲,avail,,
四,available,availability,研纲,available,初中,available
六,avenge,,,,,
四,avenue,,研纲,avenue,高考,avenue
四,average,,研纲,average,初中,average
六,avert,aversion,研纲,avert,,
四,aviation,,研纲,aviation,,
四,avoid,avoidance,研纲,avoid,初中,avoid
四,await,,研纲,await,,
四,awake,,研纲,awake,高中,awake
四,award,,研纲,award,初中,award
四,aware,awareness,研纲,aware,初中,aware
四,away,,研纲,away,小学,away
四,awe,,研纲,awe,,
四,awesome,,,,高考,awesome
四,awful,,研纲,awful,初中,awful
四,awkward,,研纲,awkward,高中,awkward
四,ax(e),,研纲,ax/axe,高中,ax(e)
四,axis,,研纲,axis,,
四,baby,,研纲,baby,小学,baby
四,baby-boom,baby-boomer,,,,
四,bachelor,,研纲,bachelor,高考,bachelor
四,back,,研纲,back,小学,back
四,background,,研纲,background,初中,background
四,backup,,,,,
四,backward,backwards,研纲,backward(s),高中,backward(s)
四,backyard,,,,,
四,bacon,,研纲,bacon,初中,bacon
四,bacteria,,,,高中,bacteria
无,bacterium/(pl.bacteria),,研纲,bacterium/(pl.bacteria),高考,bacterium
四,bad,,研纲,bad,小学,bad
四,badge,,研纲,badge,,
四,badly,,研纲,badly,,
四,badminton,,研纲,badminton,高中,badminton
六,baffle,,,,,
四,bag,,研纲,bag,小学,bag
四,baggage,,研纲,baggage,高中,baggage
四,bail,,研纲,bail,,
四,bait,,研纲,bait,,
四,bake,bakery,研纲,bake,初中,bake;bakery
四,balance,,研纲,balance,初中,balance
四,balcony,,研纲,balcony,高中,balcony
六,bald,,研纲,bald,,
四,ball,,研纲,ball,小学,ball
四,ballet,,研纲,ballet,高中,ballet
四,balloon,,研纲,balloon,高中,balloon
四,ballot,,研纲,ballot,,
四,bamboo,,,,高中,bamboo
四,ban,,研纲,ban,初中,ban
四,banana,,研纲,banana,小学,banana
四,band,,研纲,band,初中,band
四,bandage,,研纲,bandage,高考,bandage
四,bang,,研纲,bang,,
四,bank,banking;banker,研纲,bank,初中,bank
四,banknote,,,,,
四,bankrupt,bankruptcy,研纲,bankrupt,,
四,banner,,研纲,banner,,
四,banquet,,研纲,banquet,高中,banquet
四,bar,,研纲,bar,初中,bar
四,barbecue/BBQ,,研纲,barbecue/BBQ,高中,barbecue(BBQ)
四,barber,,研纲,barber,高中,barber
无,barbershop,,,,高考,barbershop
四,bare,barely,研纲,bare;barely,高中,bare
四,bargain,,研纲,bargain,高中,bargain
六,barge,,,,,
四,bark,,研纲,bark,高中,bark
六,barn,,研纲,barn,,
六,barometer,,,,,
六,barracks,,,,,
四,barrel,,研纲,barrel,高中,barrel
六,barren,,研纲,barren,,
四,barrier,,研纲,barrier,高考,barrier
四,base,,研纲,base,初中,base
四,baseball,,研纲,baseball,初中,baseball
四,basement,,研纲,basement,高考,basement
四,basic,basically,研纲,basic,高中,basic
四,basin,,研纲,basin,高中,basin
四,basis,,研纲,basis,高考,basis
四,basket,,研纲,basket,初中,basket
四,basketball,,研纲,basketball,小学,basketball
六,bass,,,,,
四,bat,,研纲,bat,小学,bat
四,batch,,研纲,batch,,
四,bath,,研纲,bath,小学,bath
四,bathe,,研纲,bathe,高中,bathe
四,bathroom,,研纲,bathroom,高考,bathroom
无,bathtub,,,,高考,bathtub
四,battalion,,,,,
六,batter,,,,,
四,battery,,研纲,battery,高中,battery
四,battle,,研纲,battle,初中,battle
四,bay,,研纲,bay,高中,bay
四,be,,研纲,be(am/is/are),小学,be(am/is/are/was/were/being/been)
四,beach,,研纲,beach,小学,beach
六,bead,,,,高中,bead
六,beak,,,,,
四,beam,,研纲,beam,,
四,bean,,研纲,bean,小学,bean
无,bean-curd,,,,高考,bean-curd
四,bear,unbearable(高考),研纲,bear,小学,bear;unbearable
四,beard,,研纲,beard,高考,beard
四,bearing,,,,,
四,beast,,研纲,beast,高中,beast
四,beat,,研纲,beat,初中,beat
四,beauty,beautiful;beautify,研纲,beauty;beautiful,高中,beauty;beautiful
四,because,,研纲,because,小学,because
六,beckon,,,,,
四,become,,研纲,become,小学,become
四,bed,bedding,研纲,bed,小学,bed
无,beddings,,,,高考,beddings
无,bedroom,,,,高中,bedroom
四,bee,,研纲,bee,高中,bee
四,beef,,研纲,beef,高中,beef
四,beer,,研纲,beer,小学,beer
六,beetle,,,,,
四,before,,研纲,before,小学,before
四,beforehand,,,,高中,beforehand
四,beg,beggar,研纲,beg,高中,beg
四,begin,beginning,研纲,begin;beginning,小学,begin
四,behalf,,研纲,behalf,高中,behalf
四,behave,behavio(u)r;behavio(u)ral,研纲,behave;behavio(u)r,初中,behave;behavio(u)r
四,behind,,研纲,behind,小学,behind
四,being,,研纲,being,,
四,belief,,研纲,belief,高中,belief
四,believe,unbelievable(高考),研纲,believe,初中,believe;unbelievable
四,bell,,研纲,bell,小学,bell
四,belly,,研纲,belly,高考,belly
四,belong,belongings,研纲,belong,初中,belong
四,beloved,,研纲,beloved,,
四,below,,研纲,below,初中,below
四,belt,,研纲,belt,初中,belt
四,bench,,研纲,bench,高中,bench
四,bend,bent(高考),研纲,bend,初中,bend;bent
四,beneath,,研纲,beneath,初中,beneath
四,benefit,beneficial;beneficiary,研纲,benefit;beneficial,初中,benefit;beneficial
六,benevolent,benevolence,,,,
六,benign,,研纲,benign,,
四,berry,,,,高中,berry
六,beset,,,,,
四,beside,,研纲,beside,小学,beside
四,besides,,研纲,besides,初中,besides
六,besiege,,,,,
四,best,,研纲,best,,
四,best-seller,best-selling,,,,
四,bet,,研纲,bet,初中,bet
四,betray,betrayal,研纲,betray,高考,betray
四,better,,研纲,better,,
四,between,,研纲,between,小学,between
四,beverage,,研纲,beverage,,
六,beware,,研纲,beware,,
六,bewilder,bewilderment,研纲,bewilder,,
四,beyond,,研纲,beyond,初中,beyond
四,bias,,研纲,bias,,
无,bib,,,,高中,bib
四,Bible,Biblical/biblical,研纲,Bible,高中,Bible
六,bibliography,,研纲,bibliography,,
四,bicycle/bike,,研纲,bicycle/bike,小学,bicycle/bike
四,bid,,研纲,bid,高考,bid
四,big,,研纲,big,小学,big
六,bilateral,,,,,
四,bill,,研纲,bill,初中,bill
四,billion,billionaire;billionth(高考),研纲,billion,高中,billion;billionth
四,bin,,研纲,bin,高中,bin
四,bind,,研纲,bind,,
无,bingo,,,,高考,bingo
六,binoculars,,,,,
四,biochemistry,biochemical;biochemist,,,高考,biochemistry
四,biography,biographical;biographer,研纲,biography,高考,biography
四,biology,biological;biologist,研纲,biology,高中,biology
四,biotechnology,,,,,
四,bird,,研纲,bird,小学,bird
四,birth,birthplace(高考),研纲,birth,高中,birth;birthplace
四,birthday,,研纲,birthday,小学,birthday
四,biscuit,,研纲,biscuit,小学,biscuit
六,bishop,,,,高中,bishop
四,bit,,研纲,bit,初中,bit
四,bitch,,,,,
四,bite,,研纲,bite,初中,bite
四,bitter,,研纲,bitter,初中,bitter
六,bizarre,,研纲,bizarre,,
四,black,,研纲,black,小学,black
四,blackboard,,研纲,blackboard,高考,blackboard
六,blackmail,,,,,
四,blade,,研纲,blade,,
四,blame,,研纲,blame,初中,blame
四,blank,,研纲,blank,初中,blank
四,blanket,,研纲,blanket,高中,blanket
四,blast,,研纲,blast,,
六,blaze,,研纲,blaze,,
六,bleach,,,,,
六,bleak,,研纲,bleak,,
四,bleed,,研纲,bleed,高中,bleed
四,blend,,研纲,blend,,
四,bless,blessing,研纲,bless,高中,bless
四,blind,,研纲,blind,初中,blind
六,blink,,,,,
六,bloc,,,,,
四,block,,研纲,block,初中,block
四,blog,,研纲,blog,,
四,blond(e),,,,,
四,blood,bloody,研纲,blood;bloody,初中,blood
四,bloom,,研纲,bloom,,
四,blossom,,研纲,blossom,高中,blossom
四,blouse,,研纲,blouse,高中,blouse
四,blow,,研纲,blow,小学,blow
四,blue,,研纲,blue,小学,blue
四,blueprint,,研纲,blueprint,,
六,bluff,,,,,
六,blunder,,研纲,blunder,,
六,blunt,,研纲,blunt,,
四,blur,,研纲,blur,,
六,blush,,研纲,blush,,
四,board,,研纲,board,初中,board
四,boast,boastful,研纲,boast,高中,boast
四,boat,,研纲,boat,小学,boat
无,bobby,,,,小学,bobby
四,body,bodily,研纲,body,小学,body
四,boil,boiler,研纲,boil,初中,boil
四,bold,,研纲,bold,高中,bold
六,bolster,,,,,
四,bolt,,研纲,bolt,,
四,bomb,,研纲,bomb,初中,bomb
四,bond,bondage,研纲,bond,高考,bond
四,bone,bony,研纲,bone,小学,bone
四,bonus,,研纲,bonus,高中,bonus
四,book,,研纲,book,小学,book
无,booklet,,,,高中,booklet
四,boom,,研纲,boom,高中,boom
四,boost,,研纲,boost,,
四,boot,,研纲,boot,初中,boot
四,booth,,研纲,booth,高考,booth
四,border,,研纲,border,初中,border
四,bore,boring;bored(高考),研纲,bore,初中,bore;boring;bored
四,born,,研纲,born,高考,born
四,borrow,,研纲,borrow,小学,borrow
无,bosom,,研纲,bosom,,
四,boss,,研纲,boss,初中,boss
六,botany,botanical,研纲,botany,高考,botany;botanical
四,both,,研纲,both,小学,both
四,bother,,研纲,bother,初中,bother
四,bottle,,研纲,bottle,小学,bottle
四,bottom,,研纲,bottom,初中,bottom
四,bounce,,研纲,bounce,高中,bounce
四,bound,,研纲,bound,高中,bound
四,boundary,,研纲,boundary,高中,boundary
六,bouquet,,,,,
六,bout,,,,,
四,bow,,研纲,bow,高中,bow
四,bowel,,研纲,bowel,高中,bowel(s)
四,bowl,bowling(高考),研纲,bowl;bowling,小学,bowl;bowling
四,box,,研纲,box,小学,box
四,boxing,,,,高中,boxing
四,boy,,研纲,boy,小学,boy
六,boycott,,研纲,boycott,高考,boycott
六,brace,,研纲,brace,,
四,bracket,,研纲,bracket,,
四,brag,,,,,
四,brain,,研纲,brain,初中,brain
四,brake,,研纲,brake,高考,brake
四,branch,,研纲,branch,初中,branch
四,brand,,研纲,brand,高中,brand
四,brand-new,,,,,
四,brandy,,研纲,brandy,,
四,brass,,研纲,brass,高中,brass
四,brave,bravery,研纲,brave,小学,brave;bravery
六,breach,,研纲,breach,,
四,bread,,研纲,bread,小学,bread
四,break,broken(高考),研纲,break,小学,break;broken
四,breakdown,,研纲,breakdown,,
四,breakfast,,研纲,breakfast,小学,breakfast
四,breakthrough,,,,高考,breakthrough
四,breast,,研纲,breast,高中,breast
四,breath,breathless(高考),研纲,breath,初中,breath;breathless
四,breathe,,研纲,breathe,高中,breathe
四,breed,,研纲,breed,高中,breed
四,breeze,,研纲,breeze,高中,breeze
六,brew,brewery,,;brewery,,
四,bribe,bribery,研纲,bribe,,
四,brick,,研纲,brick,初中,brick
四,bride,,研纲,bride,高中,bride
四,bridegroom,,,,高中,bridegroom
无,bridesmaid,,,,高中,bridesmaid
无,bridesman,,,,高中,bridesman
四,bridge,,研纲,bridge,初中,bridge
四,brief,briefing,研纲,brief,初中,brief
四,briefcase,,研纲,briefcase,,
六,brigade,,研纲,brigade,高中,brigade
四,bright,brighten,研纲,bright,小学,bright
四,brilliant,brilliance,研纲,brilliant,初中,brilliant
无,brim,,研纲,brim,,
四,bring,,研纲,bring,初中,bring
六,brink,,,,,
六,brisk,,研纲,brisk,,
无,brittle,,研纲,brittle,,
四,broad,broaden;breadth,研纲,broad,初中,broad
四,broadcast,,研纲,broadcast,初中,broadcast
四,brochure,,研纲,brochure,高考,brochure
四,broke,,,,,
四,broker,,,,,
六,bronze,,研纲,bronze,,
六,brood,,,,,
无,brook,,研纲,brook,,
四,broom,,研纲,broom,高考,broom
四,brother,,研纲,brother,小学,brother
四,brow,,研纲,brow,,
四,brown,,研纲,brown,小学,brown
四,browse,browser,研纲,browse,,
六,bruise,,研纲,bruise,,
