无,enchantment,,,,,,18491,enchantment
四,sunset,,研纲,sunset,,,5816,sunset
无,dogged,,,,,,19978,dogged
无,powered,,,,,,16487,powered
无,at-bat,,,,,,15283,at-bat
无,sufferer,,,,,,11842,sufferer
六,uprising,,,,,,7882,uprising
四,good,,研纲,good,小学,good,110/2280/5116,good
四,empty,emptiness,研纲,empty,小学,empty,1653/5820,empty;emptiness
无,goof,,,,,,18982,goof
四,reproduce,reproduction;reproductive,研纲,reproduce,,,5044,reproduce;reproduction;reproductive
六,huddle,,研纲,huddle,,,7321/15876,huddle
四,skeleton,,研纲,skeleton,,,6570,skeleton
无,gong,,,,,,19155,gong
无,fiance,,,,,,12072,fiance
无,obstetrician,,,,,,17188,obstetrician
四,besides,,研纲,besides,初中,besides,3037/4196,besides
无,myriad,,,,,,7222,myriad
四,serious,,研纲,serious,初中,serious,756,serious
六,disperse,,研纲,disperse,,,7547,disperse
无,aficionado,,,,,,14799,aficionado
无,erratic,,,,,,10903,erratic
无,adoration,,,,,,16882,adoration
无,chi,,,,,,12844,chi
无,walker,,,,,,9268,walker
无,tusk,,,,,,17665,tusk
无,divergence,,,,,,15140,divergence
无,slaying,,,,,,15881,slaying
无,mimetic,,,,,,19537,mimetic
无,categorically,,,,,,17148,categorically
无,cost-benefit,,,,,,18839,cost-benefit
无,wacky,,,,,,13630,wacky
六,ascend,ascendance,研纲,ascend,,,9743,ascend
无,neural,,,,,,10758,neural
无,disturbed,,,,,,11544,disturbed
四,rope,,研纲,rope,小学,rope,3337/17669,rope
无,protectionism,,,,,,16702,protectionism
无,proactive,,,,,,10309,proactive
六,embody,embodiment,研纲,embody,,,5153,embody;embodiment
无,ascent,,,,,,10561,ascent
无,protectionist,,,,,,18208,protectionist
四,motive,,研纲,motive,,,3615,motive
无,adrift,,,,,,15018,adrift
四,root,,研纲,root,高中,root,1747/4207,root
无,salami,,,,,,19740,salami
无,croissant,,,,,,19344,croissant
四,roof,,研纲,roof,初中,roof,2154,roof
无,wheelbarrow,,,,,,17474,wheelbarrow
六,conducive,,,,,,11286,conducive
无,second-year,,,,,,18271,second-year
无,Balkan,,,,,,16374,Balkan
四,umbrella,,研纲,umbrella,高中,umbrella,5744,umbrella
无,caliber,,,,,,10965,caliber
四,multiple,multiply;multiplication,研纲,multiple;multiply,高中,multiple;multiply,1962/9492,multiple;multiply;multiplication
四,room,,研纲,room,小学,room,228,room
四,better,,研纲,better,,,453/496/12064/12917,better
四,up-to-date,,研纲,up-to-date,高中,up-to-date,12207,up-to-date
无,puncture,,,,高中,puncture,15260/19074,puncture
无,poignant,,,,,,9901,poignant
无,goon,,,,,,19264,goon
四,cancer,,研纲,cancer,高中,cancer,1032,cancer
无,creepy,,,,,,11617,creepy
无,taking,,,,,,10401,taking
无,terrifying,,,,,,8754,terrifying
四,pile,,研纲,pile,初中,pile,3027/4623,pile
无,artistry,,,,,,14137,artistry
无,sixth-grade,,,,,,18371,sixth-grade
无,part-time,,,,高考,part-time,5292,part-time
四,pill,,研纲,pill,高中,pill,3455,pill
无,gosh,,,,,,7791,gosh
无,salespeople,,,,,,15579,salespeople
无,refractor,,,,,,17028,refractor
无,dummy,,,,,,11581/17039,dummy
无,flashing,,,,,,16661,flashing
无,flop,,,,,,10080/12189,flop
四,flow,,研纲,flow,初中,flow,1997/2793,flow
四,order,orderly,研纲,order;orderly,初中,order,685/1347,order;orderly
无,gory,,,,,,19649,gory
无,reformer,,,,,,6808,reformer
六,timid,,研纲,timid,高中,timid,11588,timid
无,pike,,,,,,16103,pike
无,resonance,,,,,,8095,resonance
无,reformed,,,,,,13738,reformed
无,phobia,,,,,,16000,phobia
四,reform,reformation;reformist,研纲,reform,初中,reform,1116/5406,reform;reformist
无,angular,,,,,,10307,angular
无,out-of-state,,,,,,15679,out-of-state
无,malevolent,,,,,,17454,malevolent
六,ensue,,,,,,9761,ensue
四,coach,,研纲,coach,初中,coach,1036/2347,coach
无,homage,,,,,,10254,homage
四,pink,,研纲,pink,小学,pink,2512/11311,pink
四,woman,,研纲,woman/(pl.women),小学,woman,111,woman
四,pine,,研纲,pine,高中,pine,3185/16983,pine
无,pellet,,,,,,12162,pellet
六,stagger,,研纲,stagger,,,7875/13031,stagger
四,pint,,研纲,pint,高考,pint
无,labor-intensive,,,,,,16337,labor-intensive
无,real-life,,,,,,7672,real-life
无,unforgettable,,,,,,12808,unforgettable
六,syndrome,,研纲,syndrome,,,4322,syndrome
四,surname,,研纲,surname,,,16272,surname
无,ladle,,,,,,17862,ladle
无,fraternity,,,,,,9463,fraternity
无,rote,,,,,,17696,rote
无,unforgiving,,,,,,16169,unforgiving
无,beholder,,,,,,18580,beholder
六,avail,,研纲,avail,,,14789/18979,avail
无,adultery,,,,,,11231,adultery
无,gaming,,,,,,9453,gaming
四,question,questionnaire,研纲,question;questionnaire,小学,question;questionnaire,197/1964,question;questionnaire
无,beholden,,,,,,19806,beholden
无,one-quarter,,,,,,12776,one-quarter
无,pimp,,,,,,13058,pimp
无,whirlpool,,,,高中,whirlpool,16674,whirlpool
四,intellectual,,研纲,intellectual,高中,intellectual,2880/4685,intellectual
无,interchangeable,,,,,,15533,interchangeable
四,picture,picturesque,研纲,picture,小学,picture,563/3939,picture;picturesque
无,energy-efficient,,,,,,16382,energy-efficient
无,tenderloin,,,,,,16519,tenderloin
无,cod,,,,,,13851,cod
四,rose,rosy,研纲,rose,小学,rose,3397,rose;rosy
无,cog,,,,,,18031,cog
四,thousand,thousandth(高考),研纲,thousand,小学,thousand;thousandth,651,thousand
无,resurrect,,,,,,10843,resurrect
无,father-in-law,,,,,,13676,father-in-law
无,coo,,,,,,19177,coo
无,con,,,,,,5691/8645,con
四,cop,,研纲,cop,,,2220/11468,cop
无,cot,,,,,,10765,cot
四,cow,,研纲,cow,小学,cow,3103,cow
无,coy,,,,,,17749,coy
无,madman,,,,,,14399,madman
六,bruise,,研纲,bruise,,,7773/12091,bruise
无,pacify,,,,,,19834,pacify
无,homicide,,,,,,5233,homicide
四,gown,,研纲,gown,,,5333,gown
无,peacemaker,,,,,,18065,peacemaker
无,rove,,,,,,8631,rove
无,chloride,,,,,,16073,chloride
四,pipe,,研纲,pipe,初中,pipe,3005/12172,pipe
六,longitude,longitudinal,研纲,longitude,,,17460,longitude;longitudinal
无,sneaky,,,,,,17677,sneaky
四,pigeon,,研纲,pigeon,高中,pigeon,8140,pigeon
无,conveniently,,,,,,11879,conveniently
无,airflow,,,,,,20179,airflow
无,pernicious,,,,,,16590,pernicious
无,rout,,,,,,12176/17149,rout
四,plenty,plentiful,研纲,plenty;plentiful,初中,plenty,2061/14883/16848,plenty;plentiful
无,punter,,,,,,20088,punter
无,specialized,,,,,,5380,specialized
四,chicken,,研纲,chicken,小学,chicken,1546,chicken
无,mailman,,,,,,19632,mailman
无,childbirth,,,,,,11180,childbirth
无,blindfold,,,,,,18084,blindfold
无,timer,,,,,,11361,timer
无,mishandle,,,,,,19814,mishandle
四,muscle,muscular,研纲,muscle;muscular,初中,muscle,1725/19190,muscle;muscular
无,flux,,,,,,10090,flux
六,ammunition,,,,,,6950,ammunition
无,resurgence,,,,,,10608,resurgence
无,twofold,,,,,,18337,twofold
无,whence,,,,,,18539,whence
无,celibate,,,,,,18525,celibate
四,bachelor,,研纲,bachelor,高考,bachelor,6219,bachelor
无,oregano,,,,,,11910,oregano
无,aforementioned,,,,,,12502,aforementioned
无,conclusively,,,,,,18299,conclusively
无,fistful,,,,,,19542,fistful
四,cry,,研纲,cry,小学,cry,1358/3472,cry
无,pineapple,,,,小学,pineapple,9298,pineapple
无,legume,,,,,,17436,legume
四,harness,,研纲,harness,,,10011/10069,harness
四,sketch,sketchy,研纲,sketch,,,5112/7610,sketch;sketchy
无,fatten,,,,,,16542,fatten
无,mayonnaise,,,,,,12040,mayonnaise
无,strum,,,,,,18946,strum
无,fullness,,,,,,14077,fullness
无,neuron,,,,,,10816,neuron
无,vertebrate,,,,,,18919,vertebrate
无,well-trained,,,,,,16359,well-trained
四,pity,,研纲,pity,高中,pity,7040/13344,pity
无,freshness,,,,,,15150,freshness
无,infatuation,,,,,,18237,infatuation
四,uncertain,uncertainty,,,高考,uncertain,4336,uncertain;uncertainty
无,unimportant,,,,,,13147,unimportant
无,stubble,,,,,,14899,stubble
六,rectify,rectification,研纲,rectify,,,14904,rectify
六,antonym,,,,,
无,pita,,,,,,17560,pita
无,reassert,,,,,,14679,reassert
无,styling,,,,,,10279,styling
无,palsy,,,,,,15692,palsy
无,accuser,,,,,,12936,accuser
无,strut,,,,,,11772/17545,strut
无,Malaysian,,,,,,17497,Malaysian
无,defined,,,,,,14001,defined
四,element,,研纲,element,初中,element,1218,element
无,dumplings,,,,,,14762,dumplings
无,synagogue,,,,,,8543,synagogue
无,undercover,,,,,,7668,undercover
无,piss,,,,,,8779/18676,piss
六,aftermath,,,,,,5732,aftermath
六,cub,,,,,,12197,cub
四,cue,,研纲,cue,,,4929/19654,cue
无,effluent,,,,,,14842,effluent
无,two-dimensional,,,,,,13679,two-dimensional
六,infringe,infringement,,,,,15385,infringe;infringement
四,cup,,研纲,cup,小学,cup,780,cup
无,biotech,,,,,,11438,biotech
无,sweeping,,,,,,5832,sweeping
四,cut,,研纲,cut,小学,cut,415/1505/16610,cut
无,air-conditioned,,,,高中,air-conditioned,15901,air-conditioned
六,dread,dreadful,研纲,dread,高中,dread,9384/9566,dread;dreadful
六,harass,harassment,研纲,harassment,,,7251,harass;harassment
四,starve,starvation,研纲,starve,高中,starve;starvation,7576,starve;starvation
无,shattering,,,,,,15652,shattering
无,irreverent,,,,,,17402,irreverent
无,celery,,,,,,8342,celery
无,reported,,,,,,6397,reported
四,distribute,distribution;distributive,研纲,distribute,高考,distribute,2968,distribute;distribution
四,kitchen,,研纲,kitchen,小学,kitchen,1055,kitchen
四,shout,,研纲,shout,小学,shout,2173/7536,shout
无,flashlight,,,,高考,flashlight,6478,flashlight
四,ankle,,研纲,ankle,高中,ankle,3850,ankle
四,think,thinking,研纲,think,小学,think;thinking,56/7330,think;thinking
四,ingredient,,研纲,ingredient,初中,ingredient,2613,ingredient
无,accused,,,,,,9597,accused
六,shove,,研纲,shove,,,4433/18327,shove
四,torture,,研纲,torture,,,5343/5894,torture
四,mistress/Mrs.,,研纲,mistress/Mrs.,高考,mistress/Mrs.,7317,mistress
无,reassess,,,,,,14601,reassess
四,thing,,研纲,thing,小学,thing,97,thing
无,shapely,,,,,,19998,shapely
六,thigh,,研纲,thigh,,,4249,thigh
无,apparel,,,,,,9127,apparel
无,someplace,,,,,,7250,someplace
无,famously,,,,,,9549,famously
四,domestic,,研纲,domestic,初中,domestic,1556,domestic
四,initiate,initiation;initiative,研纲,initiate;initiative,高中,initiative,3557,initiate;initiation;initiative
六,glare,,研纲,glare,高考,glare,6455/7415,glare
无,amends,,,,,,17259,amends
无,terrestrial,,,,,,9834,terrestrial
无,punishing,,,,,,15043,punishing
无,paying,,,,,,14462,paying
四,shoot,,研纲,shoot,初中,shoot,733/8003,shoot
四,budget,budgetary,研纲,budget,初中,budget,1058/11882,budget;budgetary
四,actual,actually,研纲,actual,初中,actual,1752,actual;actually
无,son-in-law,,,,,,12934,son-in-law
四,glass,,研纲,glass,小学,glass,823,glass
无,clatter,,,,,,14100/16216,clatter
无,widely,,,,,,2194,widely
无,gizmo,,,,,,18434,gizmo
四,jacket,,研纲,jacket,小学,jacket,2287,jacket
无,diaphragm,,,,,,14864,diaphragm
无,frailty,,,,,,17851,frailty
无,low-level,,,,,,11948,low-level
四,assume,assumption,研纲,assume;assumption,初中,assume;assumption,1095,assume;assumption
无,polymer,,,,,,10508,polymer
无,jiggle,,,,,,16190,jiggle
无,mellow,,,,,,14005/16604,mellow
四,memory,memorize/-ise,研纲,memory,初中,memory;memorize,894,memory;memorize
无,mystique,,,,,,13340,mystique
无,intercede,,,,,,19900,intercede
六,indefinite,,,,,,14449,indefinite
四,disaster,disastrous,研纲,disaster;disastrous,初中,disaster,2341,disaster;disastrous
无,dissection,,,,,,16323,dissection
无,chilling,,,,,,8278,chilling
无,hitch,,,,,,11491/15079,hitch
无,lifting,,,,,,9314,lifting
无,progeny,,,,,,17643,progeny
无,gentleness,,,,,,18665,gentleness
四,shore,,研纲,shore,高中,shore,3274/9166,shore
无,stylist,,,,,,11563,stylist
无,bicker,,,,,,15675,bicker
无,lifestyle,,,,,,3118,lifestyle
无,chlorine,,,,,,9775,chlorine
无,pumping,,,,,,12346,pumping
四,marvel,marvel(l)ous,研纲,marvel(l)ous,高中,marvelous,7948/9767,marvel;marvelous
无,foreshadow,,,,,,16315,foreshadow
四,short,shortage;shorts,研纲,short;shortage,小学,short;shorts,628/3765,short;shortage;shorts
无,knapsack,,,,,,18143,knapsack
无,illuminated,,,,,,16322,illuminated
无,replete,,,,,,13603,replete
无,blemish,,,,,,18336,blemish
无,nationalistic,,,,,,15026,nationalistic
四,finance,financial,研纲,finance;financial,高中,finance;financial,2833/3480,finance;financial
无,fencing,,,,,,12182,fencing
无,eight-year-old,,,,,,15725,eight-year-old
六,abreast,,,,,,17155,abreast
无,stepfather,,,,,,9181,stepfather
无,funnel,,,,,,11059/14859,funnel
无,dogmatic,,,,,,17104,dogmatic
四,regulate,regulation;regulatory;regulator,研纲,regulate;regulation,高考,regulation,3413,regulate;regulation;regulatory;regulator
四,ninety,ninetieth(高考),研纲,ninety,高考,ninety;ninetieth,8440,ninety
无,facade,,,,,,7739,facade
无,encircle,,,,,,10822,encircle
无,semantics,,,,,,18540,semantics
无,sadistic,,,,,,15786,sadistic
六,gland,,,,,,8138,gland
无,extant,,,,,,15087,extant
无,karate,,,,,,15141,karate
无,lifeguard,,,,,,16623,lifeguard
四,enter,entrance;entry,研纲,enter;entrance;entry,初中,enter;entrance;entry,710,enter;entrance;entry
四,gallery,,研纲,gallery,初中,gallery,3382,gallery
无,flowery,,,,,,19559,flowery
无,leper,,,,,,18730,leper
六,hostage,,研纲,hostage,高中,hostage,4012,hostage
无,detonate,,,,,,13011,detonate
无,grouping,,,,,,8125,grouping
无,respectfully,,,,高中,respectfully,12761,respectfully
无,doings,,,,,,20196,doings
无,fat-free,,,,,,15259,fat-free
四,coast,coastal,研纲,coast,初中,coast,2458/17819,coast;coastal
无,satchel,,,,,,17552,satchel
无,pro-life,,,,,,11629,pro-life
无,introspection,,,,,,18716,introspection
无,redistribute,,,,,,15853,redistribute
无,Nordic,,,,,,15298,Nordic
四,bright,brighten,研纲,bright,小学,bright,1315,bright;brighten
无,planned,,,,,,5704,planned
无,fetal,,,,,,10182,fetal
无,benefactor,,,,,,14108,benefactor
无,stereotyped,,,,,,18648,stereotyped
无,frivolous,,,,,,11070,frivolous
无,congressman,,,,,,5457,congressman
六,pretext,,研纲,pretext,,,13907,pretext
四,assure,assurance,研纲,assure;assurance,高中,assure,2594,assure;assurance
无,emergent,,,,,,14316,emergent
无,crutch,,,,,,11914,crutch
四,wallet,,研纲,wallet,高中,wallet,5661,wallet
无,ethnographer,,,,,,17565,ethnographer
无,precarious,,,,,,10348,precarious
无,heterogeneity,,,,,,17421,heterogeneity
无,downtime,,,,,,18876,downtime
无,evince,,,,,,19415,evince
无,walled,,,,,,17519,walled
四,fetch,,研纲,fetch,初中,fetch,6853,fetch
无,hanging,,,,,,9590/10666,hanging
无,oasis,,,,,,10571,oasis
无,policymaker,,,,,,6659,policymaker
四,compact,,研纲,compact,,,6289/10818/16799,compact
无,dab,,,,,,14186/16208,dab
四,dad(dy),,,,小学,dad(dy),1828,dad
无,runaway,,,,,,10183/15623,runaway
四,dam,,研纲,dam,高考,dam,4444/15244,dam
无,audible,,,,,,10615,audible
无,offish,,,,高中,offish
无,goodnight,,,,,,18980,goodnight
六,majesty,majestic,研纲,majesty,,,14748,majesty;majestic
四,day,daily,研纲,day,小学,day,90,day
无,maverick,,,,,,14422,maverick
四,statesman,,研纲,statesman/(pl.statesmen),高考,statesman/woman,10302,statesman
无,nimble,,,,,,15129,nimble
无,artwork,,,,,,6312,artwork
无,theological,,,,,,4784,theological
无,unabashedly,,,,,,19334,unabashedly
无,countless,,,,,,5115,countless
无,loudspeaker,,研纲,loudspeaker,,,13285,loudspeaker
无,fervor,,,,,,11323,fervor
无,tryout,,,,,,16872,tryout
无,ethnographic,,,,,,10042,ethnographic
无,envision,,,,,,4532,envision
六,judiciary,,,,,,10208,judiciary
无,sporadically,,,,,,17481,sporadically
无,guarded,,,,,,13827,guarded
无,Episcopal,,,,,,8076,Episcopal
无,declining,,,,,,7065,declining
四,specimen,,研纲,specimen,,,5937,specimen
无,dated,,,,,,11461,dated
六,exotic,,研纲,exotic,,,4245,exotic
无,psychic,,,,,,7960,psychic
无,hegemony,,,,,,10235,hegemony
无,overtone,,,,,,14475,overtone
无,Oscar,,,,,,5259,Oscar
六,revenge,revengeful,研纲,revenge,,,5351,revenge
无,utopia,,,,,,14956,utopia
无,chauffeur,,,,,,15009,chauffeur
无,crescendo,,,,,,17298,crescendo
无,heavily,,,,,,2384,heavily
无,gingerbread,,,,,,15963,gingerbread
四,third,,研纲,third,小学,third,585,third
四,further,,研纲,further,高中,further,11556,further
无,powerhouse,,,,,,11256,powerhouse
无,siren,,研纲,siren,,,6856,siren
四,underline,,研纲,underline,高中,underline,9914,underline
无,instigate,,,,,,16245,instigate
无,computerized,,,,,,8194,computerized
四,parliament,parliamentary,研纲,parliament,初中,parliament,5234,parliament;parliamentary
无,den,,,,,,6395,den
无,viewing,,,,,,6941,viewing
四,gravitation,,,,,
无,interdependence,,,,,,12463,interdependence
四,dew,,研纲,dew,,,14988,dew
六,crisp,,研纲,crisp,,,6280/9494,crisp
无,servitude,,,,,,19780,servitude
无,memoir,,,,,,5644,memoir
无,carefully,,,,,,1612,carefully
无,going,,,,,,11075/14935,going
四,impact,,研纲,impact,初中,impact,922/7719,impact
四,shock,,研纲,shock,初中,shock,2318/4118,shock
无,strew,,,,,,10237,strew
无,CEO,,,,,,2510,CEO
无,partisanship,,,,,,14034,partisanship
无,whipped,,,,,,13094,whipped
无,prejudiced,,,,,,19985,prejudiced
无,wide-ranging,,,,,,13473,wide-ranging
无,distinctively,,,,,,18484,distinctively
无,resounding,,,,,,15979,resounding
四,attitude,,研纲,attitude,初中,attitude,1157,attitude
四,average,,研纲,average,初中,average,1306/1454/3679,average
无,substandard,,,,,,17673,substandard
无,CFC,,,,,,18954,CFC
四,compare,comparison;comparative;comparable,研纲,compare;comparison;comparative;comparable,初中,compare;comparison,834,compare;comparison;comparative;comparable
无,pluralism,,,,,,9545,pluralism
无,undemocratic,,,,,,19924,undemocratic
无,slow-moving,,,,,,17558,slow-moving
无,treatable,,,,,,20054,treatable
无,technologist,,,,,,20190,technologist
无,choosing,,,,,,13633,choosing
无,vineyard,,,,,,10143,vineyard
无,embryonic,,,,,,10606,embryonic
四,journal,,研纲,journal,高中,journal,2804,journal
无,airman,,,,,,15764,airman
无,Emmy,,,,,,11060,Emmy
无,superbly,,,,,,19199,superbly
无,pre-war,,,,,,13783,pre-war
四,volcano,volcanic,研纲,volcano,高考,volcano,6417,volcano;volcanic
六,override,,,,,,9695,override
四,so-called,,研纲,so-called,,,2407,so-called
四,business,,研纲,business,初中,business,247,business
无,Iraqi,,,,,,1662/5187,Iraqi
四,partly,,研纲,partly,高考,partly,2847,partly
无,astride,,,,,,19273,astride
无,chestnut,,,,,,9049,chestnut
无,outpace,,,,,,15531,outpace
无,inscribed,,,,,,19999,inscribed
无,grumble,,,,,,8738,grumble
四,maximum,maximize/-ise;maximal,研纲,maximum,初中,maximum,3638/6011,maximum;maximize;maximal
四,borrow,,研纲,borrow,小学,borrow,3241,borrow
无,firestorm,,,,,,17217,firestorm
四,desert,desertion,研纲,desert,初中,desert,2216/6418,desert
无,quartet,,,,,,11573,quartet
四,quarter,quarterly,研纲,quarter,小学,quarter,1408/15649,quarter;quarterly
无,confectioner,,,,,,17057,confectioner
四,die,dying,研纲,die,初中,die,404,die;dying
六,fragrant,fragrance,研纲,fragrant,高考,fragrant,9266,fragrant;fragrance
四,dig,,研纲,dig,小学,dig,2484/7982,dig
无,incriminating,,,,,,18355,incriminating
无,din,,,,,,13511,din
四,dim,,研纲,dim,高中,dim,5815/9036,dim
四,dip,,研纲,dip,高中,dip,4577/8849,dip
六,besiege,,,,,,15405,besiege
无,dangerously,,,,,,9029,dangerously
无,value-added,,,,,,18244,value-added
无,plurality,,,,,,13407,plurality
无,retriever,,,,,,15836,retriever
无,limestone,,,,,,9409,limestone
无,Hindu,,,,,,8169/14380,Hindu
无,fruition,,,,,,17308,fruition
无,forgotten,,,,,,10116,forgotten
无,molten,,,,,,13692,molten
四,businessman,,,,高考,businessman/woman,3880,businessman
无,leathery,,,,,,20001,leathery
六,impair,,研纲,impair,,,7577,impair
无,inconceivable,,,,,,13702,inconceivable
无,sumptuous,,,,,,15165,sumptuous
六,stray,,,,,,9469/9479,stray
无,chartered,,,,,,18191,chartered
六,static,,研纲,static(al),,,6048,static
四,journey,,研纲,journey,初中,journey,2431/13337,journey
无,hideout,,,,,,19446,hideout
四,strap,,研纲,strap,,,5998/7319,strap
四,straw,,研纲,straw,高中,straw,4783,straw
四,brown,,研纲,brown,小学,brown,1782/9152/10366,brown
无,aromatic,,,,,,14544,aromatic
无,hideous,,,,,,11205,hideous
无,inventive,,,,,,12610,inventive
无,vertigo,,,,,,14733,vertigo
无,inoculate,,,,,,18821,inoculate
无,deserving,,,,,,11642,deserving
四,distract,distraction,研纲,distract,,,4548,distract;distraction
无,palate,,,,,,11682,palate
无,whomever,,,,,,15899,whomever
无,vigilante,,,,,,16048,vigilante
四,virtual,virtually,研纲,virtual,,,3708,virtual;virtually
四,back,,研纲,back,小学,back,108/323/1877/9440,back
无,outfitter,,,,,,15234,outfitter
无,machete,,,,,,16481,machete
四,pound,,研纲,pound,初中,pound,1313/4826,pound
四,ferry,,研纲,ferry,高考,ferry,6592/11422,ferry
四,company,,研纲,company,初中,company,189,company
无,crazed,,,,,,13678,crazed
四,relax,relaxation,研纲,relax,初中,relax,2883,relax;relaxation
四,relay,,研纲,relay,高考,relay,8481/9555,relay
无,photovoltaic,,,,,,18865,photovoltaic
无,trafficker,,,,,,11212,trafficker
无,babe,,,,,,10453,babe
无,monogamous,,,,,,19134,monogamous
无,intestinal,,,,,,13917,intestinal
无,raccoon,,,,,,12691,raccoon
无,bodice,,,,,,19964,bodice
无,high-pressure,,,,,,18302,high-pressure
四,biochemistry,biochemical;biochemist,,,高考,biochemistry,18688,biochemistry;biochemical
四,baby,,研纲,baby,小学,baby,589,baby
无,ludicrous,,,,,,11294,ludicrous
无,showing,,,,,,10180,showing
无,flip-flop,,,,,,14231,flip-flop
无,ebony,,,,,,17901,ebony
六,relic,,,,,,8553,relic
无,industrialized,,,,,,8109,industrialized
无,cylindrical,,,,,,15424,cylindrical
四,construct,construction,研纲,construct,初中,construct;construction,2499/6359,construct;construction
四,attempt,,研纲,attempt,初中,attempt,1232/1644,attempt
无,drapery,,,,,,15527,drapery
四,thick,,研纲,thick,小学,thick,1734/13837,thick
无,foreclosure,,,,,,10847,foreclosure
无,uterus,,,,,,13112,uterus
四,balance,,研纲,balance,初中,balance,1640/2788,balance
无,re-enter,,,,,,12192,re-enter
无,weakening,,,,,,18095,weakening
无,dearly,,,,,,10424,dearly
无,lying,,,,,,14696,lying
无,frayed,,,,,,14719,frayed
无,immaculate,,,,,,13021,immaculate
无,wide-open,,,,,,14440,wide-open
四,statue,,研纲,statue,高考,statue,3908,statue
无,litigate,,,,,,18926,litigate
四,being,,研纲,being,,,1686,being
无,curry,,,,,,8826,curry
无,inorganic,,,,,,18388,inorganic
无,debunk,,,,,,18409,debunk
无,aggravated,,,,,,16989,aggravated
无,sideline,,,,,,7404/14681,sideline
四,curse,,研纲,curse,,,5838/6925,curse
六,invalid,,研纲,invalid,,,18247/19968,invalid
无,doc,,,,,,13595,doc
无,doe,,,,,,14921,doe
无,maniac,,,,,,15605,maniac
四,dog,,研纲,dog,小学,dog,754/13194,dog
无,chipped,,,,,,18510,chipped
四,status,,研纲,status,初中,status,1220,status
无,counterbalance,,,,,,18511,counterbalance
无,trading,,,,,,3438,trading
无,imperious,,,,,,20137,imperious
无,don,,,,,,6297,don
四,curve,,研纲,curve,高中,curve,3493/9676,curve
四,thief,,研纲,thief,高中,thief,5064,thief
无,extraneous,,,,,,18354,extraneous
四,dot,,研纲,dot,高中,dot,4529/8431,dot
无,broth,,,,,,5777,broth
无,chunky,,,,,,14010,chunky
无,scattered,,,,,,7951,scattered
无,preoperative,,,,,,18761,preoperative
无,abomination,,,,,,20064,abomination
无,willfully,,,,,,18443,willfully
无,known,,,,,,4399,known
四,stream,,研纲,stream,初中,stream,2251/6780,stream
四,nurse,,研纲,nurse,小学,nurse,1889/6590,nurse
六,coalition,,研纲,coalition,,,2259,coalition
无,pristine,,,,,,8395,pristine
四,crime,criminal,研纲,crime;criminal,初中,crime;criminal,831,crime;criminal
无,alcove,,,,,,14141,alcove
